-500 50186828
-500 304124521
-500 247668159
-500 157413328
-500 10020227
-500 81589296
-500 214412617
-500 49986864
-500 273357310
-500 213963373
-500 76577274
-500 195252031
-500 119842878
-500 50485900
-500 80408056
-500 27030770
-500 240232648
-500 57625466
-500 54185069
-500 188531895
-500 63393255
-500 310464289
-500 140286805
-500 297662173
-500 24957462
-500 292153155
-500 64127868
-500 240253643
-500 3164099
-500 227551726
-500 157937056
-500 226544817
-500 63233442
-500 96589538
-500 71063919
-500 241483512
-500 74258168
-500 2700680
-500 261528601
-500 64659630
-500 294221439
-500 208154693
-500 16832471
-500 93555560
-500 299371049
-500 27616571
-500 197655674
-500 108966305
-500 144145213
-500 193919993
-500 273327569
-500 214912619
-500 47778018
-500 45864108
-500 56884386
-500 264873196
-500 177226302
-500 35932343
-500 2227134
-500 227967289
-500 313668377
-500 17151479
-500 195618680
-500 2793897
-500 82112503
-500 213879965
-500 290479835
-500 298076170
-500 30526428
-500 305902362
-500 10683936
-500 199636886
-500 24787543
-500 87911928
-500 89886542
-500 203137212
-500 191537199
-500 290398023
-500 23719261
-500 296908949
-500 135184174
-500 52368682
-500 210691263
-500 165195676
-500 34043955
-500 62444130
-500 23306775
-500 289292993
-500 121519592
-500 33584891
-500 80222033
-500 349633
-500 19938819
-500 13989431
-500 319375420
-500 39527659
-500 247713162
-500 274961271
-500 21241715
-500 1044752
-500 115107602
-500 96146729
-500 244749769
-500 247935473
-500 230199207
-500 20141745
-500 24167677
-500 149342170
-500 248022366
-500 100909282
-500 261553281
-500 200598330
-500 103968244
-500 68317662
-500 229977027
-500 170265703
-500 1831079
-500 279664893
-500 12802873
-500 13778963
-500 6593194
-500 193881295
-500 308968716
-500 86199948
-500 39271188
-500 8256962
-500 198036213
-500 148708622
-500 287891130
-500 189912384
-500 6542909
-500 118645926
-500 180772772
-500 27207004
-500 136073498
-500 299721511
-500 316106863
-500 222844073
-500 249353942
-500 263525909
-500 26196790
-500 221981341
-500 99443083
-500 22095882
-500 31943792
-500 40553100
-500 172477003
-500 116422435
-500 110897870
-500 22651215
-500 4388943
-500 1414816
-500 314159379
-500 61346310
-500 135291733
-500 314051847
-500 244085992
-500 28912382
-500 3612276
-500 1125187
-500 74419490
-500 127549066
-500 162154206
-500 275148680
-500 243328684
-500 209641807
-500 188731867
-500 162792830
-500 32713955
-500 38164899
-500 5271968
-500 42128418
-500 95086599
-500 237819177
-500 206843857
-500 217589242
-500 26009534
-500 6862218
-500 296174999
-500 132358304
-500 31547234
-500 22725416
-500 104583404
-500 1714478
-500 289681565
-500 307582952
-500 111298873
-500 160878943
-500 294992718
-500 85202938
-500 186343025
-500 63804389
-500 97916931
-500 202387471
-500 184432799
-500 214435169
-500 156465811
-500 315685883
-500 279445312
-499 66329764
-499 16494812
-499 19201531
-499 271931892
-499 242773426
-499 5410589
-499 126522246
-499 316687365
-499 65207774
-499 151929447
-499 166703103
-499 193371151
-499 179124081
-499 295176566
-499 183858821
-499 146229121
-499 223391727
-499 107131706
-499 156237106
-499 255497396
-499 34482835
-499 263852924
-499 188649500
-499 153208884
-499 82608658
-499 1522357
-499 102433643
-499 7269773
-499 96007025
-499 282684637
-499 490898
-499 6175415
-499 275258593
-499 287489172
-499 207646279
-499 121846255
-499 116656124
-499 3759967
-499 310723848
-499 164231135
-499 9304993
-499 37847284
-499 9619177
-499 132192454
-499 38481453
-499 69936980
-499 108376044
-499 94532027
-499 5476648
-499 237266862
-499 123743896
-499 123682539
-499 6317253
-499 178343834
-499 165653975
-499 317452575
-499 126884853
-499 186084776
-499 89234404
-499 668706
-499 95195141
-499 275477253
-499 170616225
-499 161939684
-499 182741879
-499 80437575
-499 309432999
-499 317201875
-499 313492565
-499 54864507
-499 10157518
-499 7344789
-499 287931444
-499 119502275
-499 238471837
-499 284529310
-499 19028336
-499 215795361
-499 170379183
-499 22320691
-499 309394002
-499 260124605
-499 107702135
-499 283797028
-499 138354820
-499 46551602
-499 30334213
-499 275218875
-499 298882596
-499 177606135
-499 108829160
-499 46563146
-499 91016610
-499 27246562
-499 206364995
